id,shares
359,3879.30196187
360,2676.75405076
361,2538.42735363
362,1245.87620369
363,4787.97089453
364,2209.6046407
365,3643.37516964
366,1582.32719138
367,2407.24160941
368,1229.85137515
369,1315.51072548
370,2434.71779221
371,4466.05520573
372,2004.17297927
373,-1001.07438418
374,3783.0799243
375,2468.74537597
376,2631.02914239
377,2267.71549439
378,1245.5269825
379,2459.25299441
380,3852.53045491
381,2554.46704454
382,3985.70571014
383,6358.91785199
384,2687.30475345
385,3980.39307806
386,5345.88761123
387,1496.91513569
388,8518.3187885
389,4298.3873825
390,2442.35797466
391,3105.13042833
392,2875.99316944
393,1126.33712324
394,3843.2286733
395,3524.18473511
396,2072.77907339
397,3428.00268692
398,3086.60990192
399,5577.06386633
400,9179.70755576
401,5986.49962948
402,2887.79850838
403,677.899647212
404,2893.11374761
405,7204.59734583
406,3561.37278599
407,2764.19203377
408,4517.67602788
409,4750.01110237
410,6129.1587316
411,5592.14323788
412,1692.52284714
413,5825.05126652
414,9598.96657655
415,2307.54512402
416,3828.03519939
417,4793.00571156
418,1301.55643236
419,1565.76818656
420,4640.89797125
421,3954.19472683
422,3704.6102028
423,3670.49359899
424,4789.85069894
425,2656.51376864
426,1436.14140531
427,2977.57428918
428,2613.01604472
429,2219.10768381
430,4490.2800435
431,4053.49981807
432,1174.74216467
433,3137.16332555
434,1964.83114906
435,2810.65924917
436,2501.9265145
437,3068.25334412
438,8843.78031373
439,1658.70561005
440,3195.33161626
441,121.798693752
442,4721.01990783
443,3124.52194046
444,3078.18447319
445,3827.01982722
446,1811.99504006
447,2241.35971481
448,4307.76160068
449,1292.78223395
450,3555.21839727
451,7043.39572558
452,1235.39578093
453,2852.48768023
454,2516.31363092
455,2901.90271155
456,6561.70487456
457,4292.58680967
458,3902.94118841
459,1611.41525262
460,7603.09293676
461,5013.95220713
462,2449.82299314
463,6034.11479015
464,1822.76394065
465,2825.68621875
466,1897.93490993
467,2798.58371844
468,3658.21005196
469,3077.20027962
470,1978.06685672
471,3862.53960099
472,1702.8749977
473,3337.90382805
474,2593.41591292
475,2138.85909912
476,4705.62233447
477,3467.60374099
478,3298.73264706
479,3005.0486195
480,2945.89447579
481,1229.2225831
482,4325.73579289
483,4255.81684456
484,3608.87687325
485,1668.86936662
486,2637.89322061
487,2177.82764111
488,4901.26691881
489,2007.36403529
490,3374.47882487
491,4372.24177425
492,5786.97113809
493,2532.5014951
494,2125.75590099
495,4074.80343089
496,2323.13457126
497,4038.21219668
498,4833.32813522
499,2226.7956777
500,3694.86875234
501,5365.61804048
502,3483.38813573
503,5050.95245971
504,3928.40743684
505,2769.67539684
506,3311.70977367
507,3864.88661257
508,2276.88329254
509,4414.97664757
510,3218.20228408
511,4387.7334292
512,2877.87072092
513,4851.13680374
514,2544.30286188
515,1438.24214915
516,4236.61028224
517,4891.01954122
518,6022.74472199
519,3534.51747206
520,3280.75169723
521,4931.35812212
522,5618.30981657
523,917.043393709
524,3807.26718566
525,3838.51841821
526,1663.97247717
527,5358.34815029
528,2262.85911962
529,8720.03244059
530,3014.80026948
531,1175.91575369
532,4850.68516715
533,2796.36896001
534,3206.54738788
535,3571.29785427
536,3016.83586801
537,3167.7054262
538,5047.6865602
539,4619.23709531
540,3995.275476
541,5412.43989237
542,3697.14489879
543,9553.60362506
544,2292.2028267
545,3552.19580158
546,2784.6019242
547,2691.35583594
548,4285.5356654
549,4089.84307431
550,3958.06083699
551,7330.96764158
552,4585.86152959
553,438.402932156
554,6389.68715492
555,3532.19427649
556,4367.4032241
557,3566.0498541
558,3080.06491148
559,28.8357481543
560,6056.86845742
561,3239.80627824
562,3427.686605
563,1721.98966397
564,5692.61083032
565,3184.83427342
566,2236.83306813
567,3242.99930465
568,5635.41682626
569,7661.64375641
570,1797.96563359
571,7270.88067101
572,6291.90725224
573,3239.80205051
574,2706.73427689
575,890.039564935
576,1379.51056884
577,3590.79942368
578,1800.94114895
579,2223.82784663
580,1812.6105251
581,1661.22035579
582,5412.06408825
583,2798.1646008
584,1872.50476946
585,3421.28925132
586,2422.55355781
587,340.496648564
588,1571.70510941
589,5238.51216864
590,4585.153528
591,3839.11158256
592,2326.83823632
593,3906.14660545
594,3178.42395515
595,883.848627347
596,926.992891193
597,3345.38388889
598,6224.70698717
599,-455.781976266
600,4668.19260675
601,1959.77214264
602,1324.84317418
603,2143.66785031
604,3472.91857607
605,3733.23165885
606,996.18839606
607,3876.26126645
608,2142.3422052
609,3316.07897491
610,5271.64159351
611,3613.20052797
612,4303.77229489
613,1604.32559855
614,2925.88525049
615,221.082028797
616,2253.76164065
617,615.985860868
618,2744.76530316
619,3036.97746514
620,3264.94761161
621,1645.21704437
622,4384.96659316
623,4691.63404605
624,3100.68448287
625,2866.80083355
626,4997.52881896
627,2757.85768929
628,7087.49177178
629,3517.54630148
630,2588.74612193
631,8356.83274652
632,747.065517666
633,4125.96282051
634,5445.77952156
635,4370.81469043
636,6078.25941117
637,2472.00171495
638,5626.10575503
639,4307.09103642
640,7618.01532161
641,3430.18991187
642,2458.10483416
643,1531.42035469
644,3234.25890032
645,2184.97068412
646,2232.28245181
647,4560.00825524
648,3096.4798942
649,2930.96057502
650,1369.66607012
651,3554.50877865
652,2507.14658431
653,-905.537549394
654,3508.47018135
655,4149.47625229
656,2103.72403054
657,1188.49512103
658,2452.66095117
659,8661.16234421
660,1931.39098426
661,4869.80626277
662,4231.28689621
663,4521.29441073
664,3076.94277804
665,4645.97864345
666,4677.54262966
667,4006.54177347
668,2941.37948863
669,2819.9030165
670,4707.0317351
671,2441.51526147
672,5103.63808866
673,577.64792435
674,3184.60792599
675,3241.56552946
676,151.063671916
677,2334.08810759
678,1425.4402004
679,5047.0670342
680,4046.79509748
681,2615.75042555
682,2294.50749995
683,1723.38256611
684,3361.69578967
685,3124.14172063
686,2229.16503552
687,1522.09986659
688,3239.52998433
689,3585.72992364
690,4667.98513965
691,6482.87371446
692,1016.67973871
693,2831.46426657
694,3527.76527773
695,1148.33392415
696,1783.74545231
697,2657.37368663
698,2185.05226424
699,2114.37289972
700,1470.23422015
701,4701.30793627
702,3572.16530092
703,3757.96869836
704,1615.41245952
705,2978.95730662
706,1888.93438001
707,2580.18862776
708,1614.99131921
709,3853.38637594
710,1505.80070383
711,3608.79962517
712,3517.97523452
713,1869.54745375
714,3845.58252618
715,2980.4614374
716,3713.36984887
717,169.405556826
718,1988.13597945
719,6736.30249209
720,2912.82111576
721,1978.38467677
722,2009.12051092
723,2169.87668122
724,1793.71359331
725,5322.25698959
726,676.008606082
727,5805.35247366
728,2035.18023289
729,3429.83697755
730,3713.94591032
731,1712.03588127
732,3656.2127316
733,3224.07877346
734,3578.94371926
735,3515.03809222
736,2228.53614831
737,2986.27250629
738,5800.52489613
739,4816.43734364
740,5001.40132177
741,3829.50506654
742,4418.80185826
743,4566.8058791
744,2323.22852921
745,1990.50729421
746,5319.82070894
747,962.237262214
748,4099.13916762
749,2856.37243793
750,6438.13255672
751,4297.46593468
752,3367.07106895
753,2225.67779195
754,4130.52485108
755,3191.81285391
756,3812.87135381
757,2728.30133249
758,4157.55654027
759,682.163111023
760,7049.54274794
761,5053.4801936
762,4667.21638168
763,3329.0417816
764,5970.78226482
765,2386.788398
766,898.358307463
767,2700.95031574
768,2438.89511332
769,2237.80130334
770,1838.63908806
771,2983.14867486
772,7511.55293462
773,7451.84697898
774,3898.84564515
775,-409.584570051
776,4244.83900857
777,1530.11488719
778,3046.74361608
779,2494.72889701
780,7198.60933169
781,1194.53610068
782,2567.0617768
783,3863.04095479
784,2536.24536496
785,3380.55367
786,2258.23998726
787,5544.54359805
788,610.156406128
789,2292.06684805
790,3655.04717025
791,3821.55058741
792,3431.59478037
793,6467.00340297
794,2401.71223871
795,3479.31715848
796,1588.07745141
797,2477.73064621
798,2235.57085698
799,6728.88415154
800,5217.16141155
801,2375.98560423
802,2159.07235492
803,2998.37733843
804,5709.54661334
805,1088.87097224
806,4693.18049243
807,6980.97625225
808,2445.39086225
809,1623.30672636
810,2740.94417858
811,3416.43963203
812,1477.29709863
813,3455.7091306
814,3312.19137404
815,1632.28802738
816,3170.76018176
817,3919.50725631
818,7614.34636633
819,6420.27657407
820,3435.86536647
821,822.739944998
822,7462.97702056
823,282.164775146
824,2641.83095343
825,4090.31846868
826,4321.30685663
827,3683.52101432
828,3599.38260862
829,1742.27308784
830,7620.04289167
831,3231.87673226
832,1614.61508902
833,3119.78710394
834,4434.84529346
835,5275.52139806
836,3198.81267563
837,2066.13465168
838,4996.62565478
839,3909.12482767
840,1293.6435196
841,1673.82059679
842,2431.27113993
843,1403.46617501
844,1311.49786262
845,7876.23053831
846,829.124867382
847,1786.32059126
848,5537.80708651
849,5116.47917024
850,3780.88460463
851,4001.03168586
852,3150.8580278
853,30222.1710011
854,812.031644756
855,3097.84101346
856,1207.96377717
857,1149.6126244
858,2744.28475322
859,2203.55729602
860,1755.8205199
861,6825.23551116
862,2536.35326528
863,3041.84410031
864,1637.09739819
865,6080.59021085
866,1184.44229199
867,5132.49689709
868,1595.63845005
869,1810.33189493
870,2522.08266477
871,3259.39905178
872,2789.56200069
873,4706.27538553
874,6188.17453823
875,1243.14127891
876,1453.11787736
877,3960.39936082
878,6439.48126535
879,2559.46706904
880,4524.19106211
881,2301.05377324
882,1292.84150426
883,1424.97915905
884,2114.79799474
885,6960.62297166
886,3216.46756022
887,4215.09910818
888,3197.64497487
889,2602.67535307
890,2267.94357118
891,1687.18307649
892,1346.94439501
893,4224.28945185
894,2346.33711702
895,3145.04429087
896,5933.47076838
897,3925.11393373
898,1387.56204186
899,5088.48761653
900,4125.53141223
901,2639.17164467
902,2243.78134714
903,1302.72347737
904,3163.23908557
905,5216.54258226
906,14455.5086293
907,2094.93549583
908,5466.12845828
909,2894.00959242
910,3177.37282424
911,3350.17767302
912,3220.87688677
913,3406.52390978
914,3982.2222538
915,3811.39694089
916,6864.386346
917,3942.24184959
918,2073.89971941
919,1574.06729366
920,1441.71101965
921,1932.85323234
922,6992.99951441
923,3910.28706692
924,4459.61874407
925,1904.39958711
926,1695.24059346
927,1742.66831136
928,1500.53177292
929,2370.4208216
930,3065.91018758
931,1852.3779483
932,4871.28564443
933,2610.83071953
934,4692.23488558
935,4417.81019049
936,2185.04707811
937,6444.50463997
938,3766.11789737
939,6752.36959276
940,3243.88222458
941,4342.09705509
942,2223.9717162
943,5573.028073
944,4229.971049
945,3719.55672616
946,2400.44653194
947,2991.97295598
948,4970.89188946
949,2569.03579164
950,2442.18602154
951,2911.84159737
952,3900.49079297
953,7635.92676904
954,4534.05841747
955,3850.0172848
956,6123.55280943
957,5589.54606899
958,6288.72496952
959,3410.83532903
960,3565.48070427
961,3251.43718117
962,5589.07633392
963,4903.87039684
964,2062.94025098
965,2756.72922405
966,4770.21314489
967,3595.29650833
968,5690.03945336
969,6684.18592667
970,3272.16307805
971,4568.98291685
972,5742.54425151
973,3144.12254704
974,3715.0809606
975,3115.80256253
976,1060.36562964
977,4275.39836983
978,4524.04408167
979,7368.16602336
980,2246.92457354
981,3796.34663899
982,3090.68007734
983,3196.00067632
984,345.315250134
985,9721.58648944
986,2488.31298619
987,2627.08413714
988,4135.01727725
989,3108.48655199
990,7852.32086398
991,6649.45966052
992,8545.05727537
993,4332.08937707
994,3860.03318859
995,4346.70671523
996,2215.68182981
997,1374.76974623
998,2426.76480817
999,3035.85020953
1000,5184.08847886
1001,6930.08256606
1002,4289.86001531
1003,2711.15347367
1004,4951.42843656
1005,3510.53012257
1006,1790.84211418
1007,3524.00134738
1008,3838.53685104
1009,2888.63168501
1010,3801.78639911
1011,5755.83862912
1012,2506.57305824
1013,3181.52700205
1014,4195.26204596
1015,2847.82212511
1016,3134.88566165
1017,2870.9632935
1018,4008.0094556
1019,2890.29949208
1020,1172.88083644
1021,3738.89829481
1022,875.986644456
1023,2195.25460325
1024,4407.20230507
1025,3500.38146294
1026,2831.7809833
1027,3156.41511132
1028,3683.59673957
1029,3065.49014655
1030,3286.97721774
1031,2368.50488833
1032,2846.10030097
1033,2331.07964962
1034,2726.7159945
1035,5234.07920897
1036,4923.2735127
1037,2086.2645314
1038,2434.90707904
1039,1682.23816139
1040,3094.5590674
1041,3524.81526494
1042,3770.16902986
1043,4541.18238141
1044,2700.35641861
1045,3025.99415565
1046,2837.31070297
1047,6624.5406406
1048,6866.01681498
1049,3129.97480031
1050,1219.76725359
1051,1586.25990334
1052,2966.42034143
1053,1232.83898543
1054,4650.15327343
1055,3218.54913901
1056,2762.04292522
1057,7515.24121967
1058,1604.6451056
1059,3363.47799676
1060,2265.82324954
1061,3542.32279812
1062,2822.34837099
1063,2239.92835259
1064,2453.69910836
1065,2025.15967624
1066,3599.56324038
1067,2030.17245391
1068,4993.17507939
1069,6900.18673897
1070,3902.85630368
1071,3009.06860399
1072,3726.69675947
1073,4732.35214025
1074,3424.43658782
1075,1738.24142608
1076,4271.87998102
1077,1350.05186784
1078,1249.27234749
1079,1931.17021327
1080,2736.08410761
1081,2260.25209747
1082,2556.94331624
1083,2759.74803957
1084,2380.80461388
1085,2534.01711092
1086,1432.44421377
1087,3140.81784887
1088,5222.97208231
1089,3380.45903007
1090,4115.73114401
1091,13175.6426357
1092,1489.29806708
1093,1048.4204693
1094,3947.98540446
1095,4544.57573224
1096,5584.58541295
1097,10394.1727273
1098,2137.00255783
1099,3457.09971499
1100,3463.47341123
1101,5330.34057616
1102,3621.70013658
1103,7388.04867999
1104,2502.04840708
1105,1953.42959016
1106,2397.40161289
1107,1706.27232295
1108,2641.85315625
1109,6455.75868675
1110,1729.79102464
1111,5317.88842319
1112,743.25459142
1113,1315.32498604
1114,2718.66293154
1115,821.418104655
1116,4164.00897892
1117,2401.07595305
1118,2449.79830546
1119,2309.03648222
1120,4190.0399069
1121,3858.21823681
1122,1837.44818712
1123,3815.15997749
1124,6829.01588547
1125,2036.97757158
1126,1019.45277835
1127,4291.73164636
1128,2700.41017208
1129,7340.29421397
1130,2924.30319977
1131,1584.78641706
1132,2402.19450769
1133,1984.17775481
1134,1310.35641549
1135,1390.17869168
1136,2620.50586044
1137,1947.28217686
1138,1689.06736389
1139,1557.18198079
1140,4844.88586704
1141,1871.33706975
1142,1663.71333879
1143,3071.81010675
1144,4108.14849291
1145,2823.11790835
1146,2671.56885197
1147,2348.91904454
1148,5013.80886654
1149,2352.2165967
1150,2703.40911561
1151,5746.64541288
1152,6236.55075739
1153,1632.17664415
1154,3730.51498985
1155,3250.06070729
1156,3039.26246001
1157,3586.57796312
1158,3078.66638792
1159,4088.00439059
1160,2991.11666919
1161,4744.92991045
1162,-34.9604251558
1163,5800.63855971
1164,4227.25981831
1165,3540.02326057
1166,6323.99409478
1167,2067.62576529
1168,4763.99757937
1169,3045.6905239
1170,5219.75483365
1171,3710.03666485
1172,3019.29904302
1173,1349.50619244
1174,2883.69695544
1175,1645.87911447
1176,4445.73283058
1177,2169.30750812
1178,5939.70778837
1179,1667.29068349
1180,1535.8436262
1181,1922.7608644
1182,7554.73246077
1183,6960.87350401
1184,2818.2342444
1185,4203.21529144
1186,2490.22498395
1187,4279.44698804
1188,3089.52716588
1189,3873.4375691
1190,1636.59093084
1191,2577.88065687
1192,2033.38447171
1193,5347.03130591
1194,4104.15471031
1195,4352.93682421
1196,3671.28125747
1197,1086.58772617
1198,3549.38644879
1199,6138.271564
1200,3181.44156798
1201,2060.04192585
1202,6272.87502879
1203,1207.77765718
1204,3187.07693685
1205,407.050966967
1206,1764.33006758
1207,1782.78875727
1208,2355.71801281
1209,1138.67529109
1210,3091.13815096
1211,8723.0386199
1212,4600.3298132
1213,2009.86286128
1214,4155.43397134
1215,3238.38071283
1216,3709.99786784
1217,4855.12728593
1218,2836.51875684
1219,1859.5613138
1220,3273.24633413
1221,1201.52920857
1222,2406.90132859
1223,4368.49686225
1224,1365.46091529
1225,5397.20364319
1226,7247.45527996
1227,2170.65746858
1228,2794.46278961
1229,3233.47253135
1230,1638.747006
1231,2413.69755754
1232,3314.60635083
1233,1549.48833631
1234,1923.96450357
1235,9643.35920007
1236,4503.446163
1237,8716.10604333
1238,1511.57745453
1239,4710.86884506
1240,1322.03940698
1241,4327.53071126
1242,2388.36966007
1243,3339.69578073
1244,2802.60595382
1245,5264.53718829
1246,1852.57696464
1247,5758.7030523
1248,4357.57697574
1249,328.600845731
1250,4555.33818607
1251,4694.47234969
1252,3645.01502113
1253,2939.93042126
1254,3128.21928029
1255,2832.19067821
1256,2411.03598525
1257,4073.33339952
1258,3609.19122785
1259,1913.25067998
1260,2625.44194244
1261,2971.79544977
1262,3484.47198391
1263,1993.12255071
1264,2136.08123515
1265,2786.91953792
1266,6683.34734116
1267,1788.42772251
1268,2580.12375284
1269,2154.62747718
1270,4708.14332066
1271,4299.43167189
1272,9235.03712741
1273,3108.57233054
1274,306.175938361
1275,1533.49383313
1276,2907.13550045
1277,2720.97290566
1278,9469.69806172
1279,4404.29512868
1280,3181.3221404
1281,3099.06139659
1282,138.77157489
1283,5595.37497784
1284,3263.38488863
1285,2472.69534637
1286,2838.2474251
1287,3516.91493161
1288,1957.77225508
1289,2932.2239738
1290,3231.54336334
1291,1585.25685858
1292,2199.27666972
1293,2889.578563
1294,4404.8550943
1295,2603.57465866
1296,3238.75138672
1297,1734.97641839
1298,1789.00558116
1299,2114.14489834
1300,3559.08350082
1301,6415.58328521
1302,2626.24584435
1303,4461.07410747
1304,7779.24358246
1305,3275.86805517
1306,5339.6214107
1307,7477.40954943
1308,2351.8065177
1309,4530.58424225
1310,3183.80812882
1311,3648.71628474
1312,1970.22088536
1313,1499.7597902
1314,1366.20147543
1315,1772.43584995
1316,3477.54760945
1317,2106.60040392
1318,-1114.80142447
1319,1957.47157361
1320,3522.61181259
1321,2944.68338541
1322,554.593151746
1323,3228.21883617
1324,2350.42173339
1325,2104.73231707
1326,3351.79179323
1327,1083.06076423
1328,6651.85600372
1329,3502.55124517
1330,1315.98271092
1331,5486.40809397
1332,2667.23231969
1333,2574.46544627
1334,2762.91172088
1335,2538.0877933
1336,1595.71297633
1337,3407.59275584
1338,2215.67845707
1339,1151.00655645
1340,2623.82299543
1341,3491.69869109
1342,6323.70293472
1343,2085.60384276
1344,6622.80264505
1345,4281.15458162
1346,5702.79163712
1347,3890.42284521
1348,3781.32170406
1349,5405.22538955
1350,1768.16898299
1351,2315.60242898
1352,2392.03649622
1353,2456.70105864
1354,1719.41341333
1355,3634.95927722
1356,4440.16004064
1357,2835.78564711
1358,559.319194206
1359,1232.6845407
1360,4151.92993474
1361,1854.07356271
1362,4906.09379206
1363,1696.56481264
1364,4029.78128269
1365,5360.99802403
1366,1584.46486547
1367,-55.5362617805
1368,3527.14395258
1369,6333.72118781
1370,4176.16384342
1371,4192.07454126
1372,5413.67399647
1373,1864.02457781
1374,2534.19197651
1375,3863.19964534
1376,1012.26024953
1377,5013.97352976
1378,4058.87490888
1379,6685.65276205
1380,2730.19545316
1381,7598.53530041
1382,4183.31934274
1383,4229.94592788
1384,800.875811091
1385,-47.2865126576
1386,3274.40421102
1387,3632.46087842
1388,5792.132447
1389,2458.41108143
1390,5350.69697359
1391,2321.60893651
1392,3209.19439706
1393,2492.8574372
1394,2835.69999248
1395,3121.2131245
1396,4245.42901131
1397,1184.93669864
1398,1330.13151699
1399,3728.03261876
1400,1330.12897429
1401,1685.02729797
1402,5271.84626478
1403,4241.52333687
1404,1942.56640399
1405,2403.26434852
1406,5682.35930017
1407,2550.01829217
1408,1490.17219064
1409,2638.93324042
1410,2908.58357309
1411,5907.88432707
1412,3221.108362
1413,4628.31930291
1414,2476.10663759
1415,4450.05069405
1416,671.522622879
1417,4618.88773455
1418,3801.10466258
1419,3476.36239833
1420,2387.7560169
1421,2429.05679855
1422,2198.36514627
1423,2654.33917471
1424,3558.29426125
1425,2936.16068513
1426,1662.76555785
1427,3538.08506778
1428,1821.20165594
1429,4325.27770201
1430,4117.62833286
1431,1606.19398314
1432,880.712138589
1433,3852.74776798
1434,2316.12459505
1435,727.20889524
1436,1742.43107659
1437,9109.13277024
1438,3886.7479628
1439,4047.38626996
1440,1812.34171563
1441,2357.21715772
1442,1476.30885105
1443,2417.74926079
1444,1413.77152536
1445,2772.95199531
1446,3132.66004877
1447,2712.11217804
1448,7813.37721285
1449,1079.26129341
1450,2789.10409486
1451,6491.01440026
1452,1414.85430058
1453,5720.44866964
1454,2167.8417624
1455,1934.99618318
1456,3925.00338481
1457,1289.62932021
1458,2886.95765848
1459,2655.75400546
1460,1516.86351879
1461,1139.38239565
1462,3349.85046675
1463,3878.65144075
1464,2695.42598081
1465,1121.32220676
1466,5335.83782348
1467,3004.21559137
1468,1704.1218325
1469,518.303896725
1470,3063.28690609
1471,18.4628662871
1472,2957.71842528
1473,3389.2901937
1474,1908.32588531
1475,4342.19909433
1476,10233.0718941
1477,4946.4191159
1478,6978.62401276
1479,2524.18298049
1480,3122.32655468
1481,1565.48088119
1482,2440.70307322
1483,5194.40348891
1484,7530.07138034
1485,4692.0913119
1486,3406.80686617
1487,4119.16033356
1488,4922.24482899
1489,2396.91536018
1490,3155.59728547
1491,1759.32611426
1492,4496.0242189
1493,2784.65465912
1494,1952.62432222
1495,1812.15730617
1496,6337.00939195
1497,7230.69664031
1498,1850.97062892
1499,4545.70065854
1500,2580.18000536
1501,2526.83697709
1502,4579.72535014
1503,2698.3136395
1504,4024.20190536
